PMID,Date,PreceedingText,Estimate,Lower,Upper,Ratio,Beta  
17406007,2007 Jun 15,"ce interval (CI): 0.72, 0.94), and ",0.61,0.53,0.71,False,False
17406007,2007 Jun 15,"< 0.001, and were 1.00 (referent), ",0.74,0.49,1.13,False,False
17406007,2007 Jun 15,"t), 0.74 (95% CI: 0.49, 1.13), and ",0.63,0.40,0.98,False,False
22302074,2012 Mar 1,", the full cohort hazard ratio was ",0.41,0.26,0.65,True,False
22302074,2012 Mar 1,d the case-cohort hazard ratio was ,0.47,0.26,0.83,True,False
12419771,2002 Nov 15, with the child (odds ratio (OR) = ,1.3,1.0,1.6,True,False
12419771,2002 Nov 15,atives in front of the child (OR = ,1.4,1.1,1.9,True,False
12419771,2002 Nov 15, for use of coal for heating (OR = ,1.5,1.1,1.9,True,False
12419771,2002 Nov 15,n also had an increased risk (OR = ,2.3,1.5,3.5,True,False
12419771,2002 Nov 15,the ceilings of their houses (OR = ,1.8,1.1,2.9,True,False
12419771,2002 Nov 15,) or inside the child's room (OR = ,1.8,1.0,3.2,True,False
12419771,2002 Nov 15,both a dog and a cat as pets (OR = ,1.5,1.0,2.3,True,False
12419771,2002 Nov 15,and rats inside their houses (OR = ,1.8,1.2,2.8,True,False
22331461,2012 Mar 15,"rity (per child, odds ratio (OR) = ",0.92,0.87,0.97,True,False
22331461,2012 Mar 15,"h (for ≥30 days vs. <30 days, OR = ",0.50,0.32,0.80,True,False
22331461,2012 Mar 15,"kers (for G/A or A/A vs. G/G, OR = ",1.46,1.12,1.90,True,False
16093288,2005 Sep 15,or African Americans (odds ratio = ,0.41,0.22,0.77,True,False
16093288,2005 Sep 15,"22, 0.77) and Whites (odds ratio = ",0.48,0.28,0.83,True,False
14561672,2003 Oct 15,n as compared with US children was ,3.94,1.72,9.06,False,False
14561672,2003 Oct 15,"iates, the odds ratio decreased to ",1.70,0.64,4.52,True,False
12244027,2002 Oct 1,io (RR) per 10 pack-years smoked = ,1.08,1.02,1.14,True,False
12244027,2002 Oct 1,and pigmentary abnormalities (RR = ,1.09,1.04,1.14,True,False
12244027,2002 Oct 1,ave progression of early ARM (RR = ,1.05,1.00,1.10,True,False
12244027,2002 Oct 1,e likely to develop late ARM (RR = ,6.94,1.85,26.1,True,False
17400570,2007 Jul 1,"tion, the incidence rate ratio was ",1.32,1.03,1.70,True,False
17400570,2007 Jul 1,rted discrimination on the job and ,1.48,1.01,2.16,False,False
32242223,2020 Nov 2,ive learning (relative risk (RR) = ,1.38,1.08,1.75,True,False
32242223,2020 Nov 2,m and spatial working memory (RR = ,1.25,0.98,1.58,True,False
32242223,2020 Nov 2,m and spatial working memory: RR = ,1.10,0.85,1.34,True,False
20348155,2010 Apr 15,f preterm birth (risk ratio (RR) = ,2.00,1.31,3.06,True,False
20348155,2010 Apr 15, decreased risk of SGA birth (RR = ,0.78,0.61,1.01,True,False
20348155,2010 Apr 15,nounced among preterm babies (RR = ,0.56,0.31,1.01,True,False
31274148,2019 Sep 1,"0.004; for university, β × time = -",0.118,0.185,0.050,False,True
31274148,2019 Sep 1,with high-strain jobs (β × time = -,0.078,0.138,0.017,False,True
31274148,2019 Sep 1,"; for highest tertile, β × time = -",0.135,0.182,0.088,False,True
25318818,2014 Nov 15,pooled adjusted hazard ratios were ,0.90,0.87,0.93,True,False
25318818,2014 Nov 15," 0.93) for men and women combined, ",0.89,0.85,0.92,False,False
25318818,2014 Nov 15," (95% CI: 0.85, 0.92) for men, and ",0.90,0.85,0.95,False,False
15155290,2004 Jun 1,ort among both men (hazard ratio = ,0.58,0.54,0.62,True,False
15155290,2004 Jun 1,"4, 0.62) and women (hazard ratio = ",0.88,0.83,0.93,True,False
33128063,2021 May 4,onths earlier (hazard ratio (HR) = ,2.12,1.32,3.40,True,False
12543626,2003 Feb 1,ith lowest birth weight quartile = ,6.63,3.20,12.5,False,False
12543626,2003 Feb 1,r operating characteristic curve = ,0.66,0.61,0.71,False,False
12697572,2003 Apr 15,hin the past 2 years (odds ratio = ,2.02,1.34,3.04,True,False
12697572,2003 Apr 15, and prostate cancer mortality was ,1.47,0.97,2.24,False,False
12697572,2003 Apr 15,ate cancer mortality (odds ratio = ,3.67,2.66,5.06,True,False
30052722,2018 Nov 1,n the adjusted model (risk ratio = ,0.65,0.47,0.90,True,False
30535276,2019 Mar 1,andardized mortality ratio (SMR) = ,2.00,1.09,3.35,True,False
30535276,2019 Mar 1, diagnosed aged 15-44 years (SMR = ,1.06,0.86,1.28,False,False
30535276,2019 Mar 1, diagnosed aged 45-84 years (SMR = ,0.81,0.68,0.95,False,False
30535276,2019 Mar 1,andardized incidence ratio (SIR) = ,1.90,1.01,3.24,True,False
30535276,2019 Mar 1,.24) and childhood leukemia (SIR = ,14.5,1.75,52.2,True,False
30535276,2019 Mar 1,arly in rob(15;21) carriers (SIR = ,447.8,11.3,"2,495",True,False
30535276,2019 Mar 1,a higher breast cancer risk (SIR = ,1.58,1.12,2.15,True,False
16269580,2005 Dec 15,jects in the highest quartile were ,0.79,0.59,1.05,False,False
16269580,2005 Dec 15,"rval (CI): 0.59, 1.05) for men and ",0.59,0.42,0.81,False,False
16269580,2005 Dec 15,was associated with odds ratios of ,1.59,1.18,2.12,True,False
16269580,2005 Dec 15,"9 (95% CI: 1.18, 2.12) for men and ",1.36,1.00,1.84,False,False
16269580,2005 Dec 15,"kg/m2, respective odds ratios were ",1.55,1.16,2.06,True,False
16269580,2005 Dec 15,"were 1.55 (95% CI: 1.16, 2.06) and ",1.10,0.83,1.46,False,False
16269580,2005 Dec 15,"ntake, respective odds ratios were ",1.95,1.45,2.62,True,False
16269580,2005 Dec 15,"were 1.95 (95% CI: 1.45, 2.62) and ",1.13,0.84,1.52,False,False
17625222,2007 Oct 1, larger for greater than 100 (OR = ,3.2,1.4,7.1,True,False
17625222,2007 Oct 1,indicated preterm deliveries (OR = ,4.9,2.0,11.8,True,False
17625222,2007 Oct 1,high maternal/high fetal HCA (OR = ,5.6,1.4,22.1,True,False
17625222,2007 Oct 1,effect size in Whites/others (OR = ,2.7,0.3,26.9,True,False
16624965,2006 Jun 15,nce odds ratios of skin lesions of ,1.91,1.26,2.89,True,False
16624965,2006 Jun 15,"idence interval (CI): 1.26, 2.89), ",3.03,2.05,4.50,False,False
16624965,2006 Jun 15," 2.89), 3.03 (95% CI: 2.05, 4.50), ",3.71,2.53,5.44,False,False
16624965,2006 Jun 15,"0), 3.71 (95% CI: 2.53, 5.44), and ",5.39,3.69,7.86,False,False
16394204,2006 Feb 15, the mean HEI score decreased from ,65.3,63.4,67.1,False,False
16394204,2006 Feb 15,"ence interval (CI): 63.4, 67.1) to ",61.9,60.5,63.2,False,False
16394204,2006 Feb 15, the mean HEI score increased from ,60.9,58.7,63.2,False,False
16394204,2006 Feb 15," from 60.9 (95% CI: 58.7, 63.2) to ",64.9,63.4,66.4,False,False
16394204,2006 Feb 15, the mean HEI score increased from ,62.9,61.2,64.5,False,False
16394204,2006 Feb 15," from 62.9 (95% CI: 61.2, 64.5) to ",65.2,62.7,67.8,False,False
16394204,2006 Feb 15,"ed analyses, the lowest HEI score, ",58.5,55.5,61.5,False,False
15466498,2004 Oct 15,iture (adjusted odds ratio (aOR) = ,0.66,0.35,1.22,True,False
15466498,2004 Oct 15,".35, 1.22), were unemployed (aOR = ",0.64,0.21,2.00,True,False
15466498,2004 Oct 15,"), or had nonsedentary jobs (aOR = ",0.71,0.37,1.36,True,False
16421235,2006 Mar 15,g acquisition of a new partner was ,17.0,11.4,23.0,False,False
25816818,2015 Apr 15,uids would have saved an estimated ,"4,003","2,200","5,807",False,False
25816818,2015 Apr 15,", and cerebrovascular disease were ","3,500","1,350","5,651",False,False
25816818,2015 Apr 15,"onfidence interval: 1,350, 5,651), ","2,932","1,587","4,277",False,False
25816818,2015 Apr 15,"dence interval: 1,587, 4,277), and ",917,80,"1,913",False,False
14977644,2004 Mar 1,cular disease (hazard ratio (HR) = ,1.29,1.09,1.54,True,False
14977644,2004 Mar 1,to death due to other causes (HR = ,0.97,0.82,1.15,True,False
14977644,2004 Mar 1,he lowest level of education (HR = ,1.17,0.99,1.39,True,False
14977644,2004 Mar 1,cular disease-related deaths (HR = ,1.41,1.10,1.81,True,False
14977644,2004 Mar 1,rdiovascular disease-related (HR = ,1.47,1.14,1.91,True,False
14977644,2004 Mar 1,rdiovascular disease-related (HR = ,1.30,1.03,1.63,True,False
28407040,2017 Aug 15," of discrimination, hazard ratio = ",1.09,1.01,1.17,True,False
28407040,2017 Aug 15," experiences vs. 0, hazard ratio = ",1.34,1.08,1.66,True,False
30252047,2019 Jan 1,ation score) in all children (β = -,0.17,0.32,0.02,False,True
34467410,2021 Sep 1,had 1.2 fewer suicide deaths (β = -,1.2,2.5,0.1,False,True
28838062,2017 Jul 15, spot urine specimens ranged from -,182,285,79,False,False
28838062,2017 Jul 15,"confidence interval: -285, -79) to ","1,090",966,"1,213",False,False
23813704,2013 Jul 15,s ratio for insulin resistance was ,0.45,0.28,0.74,True,False
34643238,2022 Jan 24,k of breast cancer (hazard ratio = ,2.4,1.3,4.3,True,False
24045960,2013 Nov 15,"ality, whites had the lowest PARP (",11.1,10.1,12.1,False,False
24045960,2013 Nov 15,": 10.1, 12.1), followed by Asians (",12.9,4.7,20.9,False,False
24045960,2013 Nov 15,"(12.9, 95% CI: 4.7, 20.9), blacks (",19.4,15.0,23.7,False,False
24045960,2013 Nov 15,"5% CI: 15.0, 23.7), and Hispanics (",23.2,14.8,31.2,False,False
24838804,2014 Jul 1,d weeks of gestation; odds ratio = ,1.98,1.41,2.76,True,False
24838804,2014 Jul 1,d weeks of gestation; odds ratio = ,0.98,0.81,1.19,True,False
26608880,2016 Jan 15, increased POAG risk (odds ratio = ,2.53,1.04,6.11,True,False
26608880,2016 Jan 15,predicted POAG (odds ratioβ-cell = ,5.26,1.75,15.85,True,True
18156141,2008 Mar 1,rkinson's disease (relative risk = ,0.29,0.16,0.52,True,False
18156141,2008 Mar 1,highest versus lowest quartile was ,0.55,0.35,0.88,False,False
18156141,2008 Mar 1,est vs. lowest tertile of intake = ,0.29,0.13,0.67,False,False
11390333,2001 Jun 1,ette smoker (adjusted odds ratio = ,2.57,1.17,5.64,True,False
19965888,2010 Jan 1,s associated with an odds ratio of ,1.43,1.11,1.83,True,False
19965888,2010 Jan 1,5th percentile of neuroticism were ,1.38,1.10,1.73,False,False
19965888,2010 Jan 1,"were 1.38 (95% CI: 1.10, 1.73) and ",0.63,0.47,0.84,False,False
20047975,2010 Feb 1,ses and 100 controls; odds ratio = ,1.74,1.27,2.38,True,False
20047975,2010 Feb 1,women). The authors estimated that ,4.9,2.0,7.8,False,False
23144364,2012 Dec 15,vity were 26% higher (odds ratio = ,1.26,1.15,1.38,True,False
23144364,2012 Dec 15,ands) and 21% higher (odds ratio = ,1.21,1.11,1.31,True,False
23144364,2012 Dec 15,ose with high-strain (odds ratio = ,1.21,1.11,1.32,True,False
23144364,2012 Dec 15,"1, 1.32) and passive (odds ratio = ",1.20,1.11,1.30,True,False
18756018,2008 Oct 15, analysis yielded an odds ratio of ,0.84,0.71,1.00,True,False
18756018,2008 Oct 15," in ephedrine/caffeine use, it was ",0.95,0.79,1.16,False,False
10997539,2000 Sep 15," young participants, this risk was ",4.75,1.20,18.77,False,False
10997539,2000 Sep 15, risk elevation (odds ratio (OR) = ,2.99,0.32,27.55,True,False
10997539,2000 Sep 15,"% CI: 0.32, 27.55). Paternal (OR = ",1.64,0.91,2.96,True,False
10997539,2000 Sep 15,"0.91, 2.96) but not maternal (OR = ",0.91,0.32,2.61,True,False
12244030,2002 Oct 1,current smokers had odds ratios of ,1.2,0.8,1.7,True,False
12244030,2002 Oct 1,"dence interval (CI): 0.8, 1.7) and ",1.5,1.0,2.2,False,False
12244030,2002 Oct 1,ctive smokers had an odds ratio of ,1.3,0.9,1.9,True,False
12244030,2002 Oct 1,s associated with an odds ratio of ,1.6,1.1,2.4,True,False
12244030,2002 Oct 1,e and active smoking (odds ratio = ,1.8,1.2,2.7,True,False
10873131,2000 Jun 1,d delayed conception (odds ratio = ,11.54,3.68,36.15,True,False
10873131,2000 Jun 1, index was <20 kg/m2 (odds ratio = ,1.70,1.01,2.83,True,False
37771041,2024 Feb 5,"egression, unadjusted odds ratio = ",1.26,1.13,1.40,True,False
16887893,2006 Oct 1,e at any given age (hazard ratio = ,1.49,1.28,1.74,True,False
28444120,2017 Jul 1,the odds of EOC (odds ratio (OR) = ,0.75,0.56,1.01,True,False
28444120,2017 Jul 1,cantly decreased odds of EOC (OR = ,0.65,0.46,0.92,True,False
28444120,2017 Jul 1,ive association was observed (OR = ,1.71,0.76,3.84,True,False
26443418,2015 Nov 1,"in body mass index, hazard ratio = ",1.21,1.07,1.37,True,False
26443418,2015 Nov 1,"in body mass index, hazard ratio = ",1.09,1.01,1.17,True,False
28486621,2017 Sep 1,y-stable DII group (hazard ratio = ,1.32,1.01,1.74,True,False
27744388,2016 Nov 15,garette smokers (odds ratio (OR) = ,1.71,1.08,2.70,True,False
27744388,2016 Nov 15,arly for oral cavity cancers (OR = ,3.01,1.63,5.55,True,False
27744388,2016 Nov 15,mong never cigarette smokers (OR = ,1.20,0.81,1.77,True,False
27744388,2016 Nov 15,howed a stronger association (OR = ,1.81,1.04,3.17,True,False
20219765,2010 Apr 15," visit, which had a sensitivity of ",84.1,83.2,85.0,False,False
20219765,2010 Apr 15," (CI): 83.2, 85.0), specificity of ",97.5,97.3,97.7,False,False
20219765,2010 Apr 15,"3, 97.7), and misclassification of ",5.1,4.8,5.3,False,False
20089496,2010 Feb 15,f type 2 diabetes (relative risk = ,1.42,1.21,1.68,True,False
20089496,2010 Feb 15,e-adjusted models (relative risk = ,1.05,0.86,1.27,True,False
11130625,2000 Dec 15,drome conceptus (odds ratio (OR) = ,0.54,0.34,0.85,True,False
11130625,2000 Dec 15, of recognized Down syndrome (OR = ,1.04,0.79,1.37,True,False
11130625,2000 Dec 15,day was inversely associated (OR = ,0.63,0.41,0.96,True,False
11130625,2000 Dec 15, more cups of coffee per day (OR = ,0.48,0.28,0.82,True,False
19494242,2009 Jul 15," interval: 0.57, 0.80 and (sd)RH = ",0.60,0.50,0.71,False,False
19494242,2009 Jul 15," interval: 1.37, 2.13 and (sd)RH = ",2.01,1.62,2.51,False,False
19403843,2009 Jun 15,ing up (adjusted odds ratio (OR) = ,3.08,1.78,5.34,True,False
19403843,2009 Jun 15,"8, 5.34) or changing clothes (OR = ",2.84,1.04,7.78,True,False
19403843,2009 Jun 15,".69, 95% CI: 0.48, 0.98; hogs-OR = ",0.63,0.43,0.93,True,False
11157410,2001 Feb 1, for all causes (risk ratio (RR) = ,0.850,0.774,0.934,True,False
11157410,2001 Feb 1,and congestive heart failure (RR = ,0.599,0.426,0.841,True,False
11157410,2001 Feb 1,ot for myocardial infarction (RR = ,0.882,0.565,1.379,True,False
11157410,2001 Feb 1,creased risk in both a first (RR = ,0.813,0.744,0.889,True,False
11157410,2001 Feb 1,": 0.744, 0.889) and a second (RR = ",0.870,0.782,0.968,True,False
19147743,2009 Mar 15,ous lesion among men (odds ratio = ,1.36,1.17,1.58,True,False
19147743,2009 Mar 15, but not among women (odds ratio = ,1.10,0.89,1.37,True,False
11495856,2001 Aug 15,reas (incidence rate ratio (IRR) = ,1.21,1.00,1.45,True,False
11495856,2001 Aug 15,tes of both Crohn's disease (IRR = ,0.11,0.05,0.22,True,False
11495856,2001 Aug 15,.22) and ulcerative colitis (IRR = ,0.57,0.42,0.79,True,False
36331289,2023 Feb 1, achieved a cross-validated AUC of ,0.58,0.54,0.63,False,False
26271117,2015 Sep 1,odds of smoking (odds ratio (OR) = ,1.08,1.02,1.14,True,False
26271117,2015 Sep 1,d smoking prevalence was not (OR = ,1.04,0.98,1.10,True,False
26271117,2015 Sep 1,ncreased the odds of smoking (OR = ,2.48,1.84,3.34,True,False
26271117,2015 Sep 1,ng in a sole-adult household (OR = ,1.52,1.07,2.14,True,False
12835290,2003 Jul 1,ting episodes vs. three or fewer = ,0.55,0.33,0.91,False,False
12835290,2003 Jul 1,revalence of obesity (odds ratio = ,4.5,1.57,12.90,True,False
30407487,2019 Feb 1,"s. quintile 1, hazard ratio (HR) = ",0.61,0.51,0.72,True,False
30407487,2019 Feb 1," = 0.61 (95% CI: 0.51, 0.72), HR = ",0.60,0.49,0.72,True,False
30407487,2019 Feb 1," = 0.60 (95% CI: 0.49, 0.72), HR = ",0.66,0.46,0.96,True,False
30407487,2019 Feb 1," = 0.66 (95% CI: 0.46, 0.96), HR = ",0.69,0.52,0.90,True,False
30407487,2019 Feb 1," = 0.69 (95% CI: 0.52, 0.90), HR = ",0.49,0.34,0.72,True,False
30407487,2019 Feb 1,".49 (95% CI: 0.34, 0.72), and HR = ",0.61,0.50,0.74,True,False
21878423,2011 Oct 15,weight were seen with BDE-47 (β = -,115,229,2,False,True
21878423,2011 Oct 15,"rval (CI): -229, -2), BDE-99 (β = -",114,225,4,False,True
21878423,2011 Oct 15,"% CI: -225, -4), and BDE-100 (β = -",122,235,9,False,True
16847039,2006 Sep 15,e 5 vs. quintile 1 relative risk = ,0.65,0.42,0.99,True,False
15870161,2005 May 15,ad levels > or = 10 microg/dl were ,1.3,1.0,1.7,False,False
15870161,2005 May 15,e odds ratio for severe anemia was ,1.7,1.1,2.6,True,False
23524038,2013 Apr 15,"n age, women with neuropathy had a ",1.82,1.42,2.21,False,False
23524038,2013 Apr 15,"42, 2.21) increase compared with a ",0.95,0.71,1.20,False,False
15718477,2005 Mar 1,ung cancer risk (odds ratio (OR) = ,2.87,2.20,3.76,True,False
15718477,2005 Mar 1,ignificant protective effect (OR = ,0.58,0.48,0.70,True,False
15718477,2005 Mar 1,k for persons possessing one (OR = ,4.98,2.94,8.44,True,False
15718477,2005 Mar 1,", 95% CI: 2.94, 8.44) or two (OR = ",4.23,1.84,9.73,True,False
15718477,2005 Mar 1, risks were evident with one (OR = ,0.32,0.21,0.50,True,False
15718477,2005 Mar 1,", 95% CI: 0.21, 0.50) or two (OR = ",0.35,0.19,0.66,True,False
15718477,2005 Mar 1,otypes as compared with none (OR = ,0.69,0.30,1.59,True,False
29955769,2018 Nov 1," CI: -0.65, -0.17) and diastolic (-",0.19,0.39,0.01,False,False
11282793,2001 Apr 1,eholds with children (odds ratio = ,0.4,0.2,0.8,True,False
11282793,2001 Apr 1,lds without children (odds ratio = ,1.3,1.1,1.5,True,False
34999751,2022 Mar 24,"vaccine delay (for NH Black, aOR = ",2.0,1.5,2.7,True,False
34999751,2022 Mar 24,"(CI): 1.5, 2.7), and for Hispanic, ",1.3,1.0,1.7,False,False
34999751,2022 Mar 24,"ccine refusal (for NH Black, aOR = ",2.5,1.8,3.6,True,False
34999751,2022 Mar 24,"% CI: 1.8, 3.6), and for Hispanic, ",1.4,1.0,2.0,False,False
21303805,2011 Mar 1,al activity level (relative risk = ,0.51,0.28,0.92,True,False
21303805,2011 Mar 1,elihood estimation relative risk = ,0.92,0.62,1.44,True,False
21303805,2011 Mar 1,elihood estimation relative risk = ,0.88,0.53,2.03,True,False
11052549,2000 Oct 15,ection (adjusted odds ratio (OR) = ,7.6,2.4,23.2,True,False
11052549,2000 Oct 15,man papillomavirus infection (OR = ,5.8,3.3,10.0,True,False
11052549,2000 Oct 15,"% CI: 3.3, 10.0), low income (OR = ",3.3,1.7,6.2,True,False
11052549,2000 Oct 15,sexually transmitted disease (OR = ,2.0,1.1,3.5,True,False
27651382,2016 Oct 1, survival: adjusted hazard ratio = ,0.27,0.09,0.86,True,False
33543241,2021 Jun 1,isons (adjusted risk ratio (aRR) = ,0.96,0.91,1.02,True,False
33543241,2021 Jun 1,n within-mother comparisons (aRR = ,0.76,0.67,0.86,True,False
33543241,2021 Jun 1, SMM in both between-mother (aRR = ,1.18,1.13,1.23,True,False
33543241,2021 Jun 1,".18 (95% CI: 1.13, 1.23) and aRR = ",1.76,1.68,1.85,True,False
33543241,2021 Jun 1,ectively) and within-mother (aRR = ,1.22,1.11,1.34,True,False
33543241,2021 Jun 1,".22 (95% CI: 1.11, 1.34) and aRR = ",1.88,1.66,2.13,True,False
30698635,2019 Apr 1,ion in CRC incidence (odds ratio = ,0.41,0.40,0.42,True,False
23813700,2013 Sep 1,azard ratio for total mortality of ,0.80,0.74,0.87,True,False
23813700,2013 Sep 1,e corresponding hazard ratios were ,0.80,0.72,0.89,True,False
